Line,shift,Code,IO parts,NIO parts,Material,Speed,Profile,start date,start time,end date,end time,start datetime,end datetime,total produced,error rate,time span,production speed [PC / min]
104,early,4027,3147,744,YL,20m,78.xxx,21/06/2022,05:55:00,21/06/2022,09:01:00,2022-06-21 05:55:00,2022-06-21 09:01:00,3891,0.19121048573631458,186.0,20.919354838709676
104,early,4026,2169,475,YL,20m,69.xxx,21/06/2022,09:01:00,21/06/2022,13:55:00,2022-06-21 09:01:00,2022-06-21 13:55:00,2644,0.17965204236006052,294.0,8.993197278911564
104,late,4026,8804,985,YL,20m,69.xxx,21/06/2022,13:55:00,21/06/2022,21:55:00,2022-06-21 13:55:00,2022-06-21 21:55:00,9789,0.10062314843191338,480.0,20.39375
104,night,4026,3386,368,YL,20m,69.xxx,21/06/2022,21:55:00,22/06/2022,00:53:00,2022-06-21 21:55:00,2022-06-22 00:53:00,3754,0.09802876931273309,178.0,21.089887640449437
104,early,4027,8342,1276,YL,20m,78.xxx,04/07/2022,05:55:00,04/07/2022,13:55:00,2022-07-04 05:55:00,2022-07-04 13:55:00,9618,0.13266791432730296,480.0,20.0375
104,late,4027,1829,1630,YL,20m,78.xxx,04/07/2022,13:55:00,04/07/2022,16:33:00,2022-07-04 13:55:00,2022-07-04 16:33:00,3459,0.47123446082682857,158.0,21.89240506329114
104,late,4026,5249,1074,YL,20m,69.xxx,04/07/2022,16:33:00,04/07/2022,21:55:00,2022-07-04 16:33:00,2022-07-04 21:55:00,6323,0.16985608097422109,322.0,19.63664596273292
104,night,4026,8488,1383,YL,20m,69.xxx,04/07/2022,21:55:00,05/07/2022,05:55:00,2022-07-04 21:55:00,2022-07-05 05:55:00,9871,0.1401073852699828,480.0,20.564583333333335
104,early,4026,8872,1107,YL,20m,69.xxx,05/07/2022,05:55:00,05/07/2022,13:55:00,2022-07-05 05:55:00,2022-07-05 13:55:00,9979,0.11093295921435013,480.0,20.789583333333333
104,late,4026,8638,1166,YL,20m,69.xxx,05/07/2022,13:55:00,05/07/2022,21:55:00,2022-07-05 13:55:00,2022-07-05 21:55:00,9804,0.11893104855161159,480.0,20.425
104,night,4027,4978,4691,YL,20m,78.xxx,05/07/2022,21:55:00,06/07/2022,05:55:00,2022-07-05 21:55:00,2022-07-06 05:55:00,9669,0.48515875478332815,480.0,20.14375
104,early,4027,5270,1484,YL,20m,78.xxx,06/07/2022,05:55:00,06/07/2022,11:04:00,2022-07-06 05:55:00,2022-07-06 11:04:00,6754,0.21972164643174416,309.0,21.857605177993527
104,early,4027,1027,1871,YL,20m,78.xxx,25/07/2022,11:21:00,25/07/2022,13:55:00,2022-07-25 11:21:00,2022-07-25 13:55:00,2898,0.6456176673567978,154.0,18.818181818181817
104,late,4027,3432,2357,YL,20m,78.xxx,25/07/2022,13:55:00,25/07/2022,18:44:00,2022-07-25 13:55:00,2022-07-25 18:44:00,5789,0.4071514942131629,289.0,20.031141868512112
104,late,4026,3497,414,YL,20m,69.xxx,25/07/2022,18:44:00,25/07/2022,21:55:00,2022-07-25 18:44:00,2022-07-25 21:55:00,3911,0.10585527997954487,191.0,20.476439790575917
104,night,4026,8186,1549,YL,20m,69.xxx,25/07/2022,21:55:00,26/07/2022,05:55:00,2022-07-25 21:55:00,2022-07-26 05:55:00,9735,0.1591165896250642,480.0,20.28125
